,image_url,product_name,source
,https://static.zara.net/photos///2020/I/0/1/p/8140/296/046/2/w/560/8140296046_1_1_1.jpg?ts=1596040976765,SATIN EFFECT PRINTED BLOUSE Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8140/299/087/2/w/560/8140299087_1_1_1.jpg?ts=1596041841275,SATIN EFFECT PRINTED BLOUSE Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8140/299/087/2/w/560/8140299087_1_1_1.jpg?ts=1596041841275,SATIN EFFECT PRINTED BLOUSE Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8140/288/085/2/w/560/8140288085_1_1_1.jpg?ts=1596042475396,SATIN EFFECT ANIMAL PRINT BLOUSE Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/3433/004/104/2/w/560/3433004104_1_1_1.jpg?ts=1595949672635,STRIPED KNIT SWEATER Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8167/501/610/2/w/560/8167501610_6_1_1.jpg?ts=1595932167772,SLIP DRESS Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8250/519/052/2/w/560/8250519052_6_1_1.jpg?ts=1595932183027,CROPPED RUFFLED TOP Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/5039/341/620/2/w/560/5039341620_1_1_1.jpg?ts=1596039081692,HOODED POUCH POCKET JACKET Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/5039/241/620/2/w/560/5039241620_1_1_1.jpg?ts=1596040947086,SIDE STRIPE JOGGING PANTS Details,zara
,https://static.zara.net/photos///2020/I/1/1/p/1311/610/040/2/w/560/1311610040_1_1_1.jpg?ts=1594988557983,METALLIC TRIM LEATHER HEELED SANDALS Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8351/151/075/2/w/560/8351151075_6_1_1.jpg?ts=1595935751143,CROPPED POLKA DOT BLOUSE Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/0387/151/671/2/w/560/0387151671_1_1_1.jpg?ts=1595947031142,SATIN EFFECT BOW JUMPSUIT Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8001/743/679/3/w/560/8001743679_1_1_1.jpg?ts=1595947045169,BELTED BAGGY SHORTS Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8514/154/679/2/w/560/8514154679_1_1_1.jpg?ts=1595947031068,POPLIN MINI DRESS Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/6164/161/427/2/w/560/6164161427_1_1_1.jpg?ts=1595947070121,Z1975 HIGH RISE VINTAGE SLIM JEANS Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/4319/204/303/2/w/560/4319204303_1_1_1.jpg?ts=1592934275934,PACK OF EAR CUFF EARRINGS Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/7484/154/330/2/w/560/7484154330_6_1_1.jpg?ts=1595860157439,CROPPED PLAID TOP Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/6164/161/427/2/w/560/6164161427_1_1_1.jpg?ts=1595947070121,Z1975 HIGH RISE VINTAGE SLIM JEANS Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8160/275/330/2/w/560/8160275330_1_1_1.jpg?ts=1595947124288,LONG PRINT JUMPSUIT Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/0264/805/250/2/w/560/0264805250_1_1_1.jpg?ts=1595846223460,RUFFLED DRESS TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/0962/803/250/2/w/560/0962803250_6_1_1.jpg?ts=1595859990414,CONTRASTING RUFFLED TOP TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/4644/430/400/2/w/560/4644430400_1_1_1.jpg?ts=1595846318125,POPEYE® PRINTED T-SHIRT TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/5039/634/250/2/w/560/5039634250_6_1_1.jpg?ts=1595867569298,MAFALDA © QUINO T-SHIRT Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/1165/654/250/2/w/560/1165654250_6_1_1.jpg?ts=1595859988377,T-SHIRT WITH WOMAN PRINT TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8138/496/172/2/w/560/8138496172_1_1_1.jpg?ts=1595947105120,MIDI DRESS WITH BOW Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/5644/452/020/2/w/560/5644452020_6_1_1.jpg?ts=1595947354835,SEMI-SHEER PETER PAN ©DISNEY DRESS Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/5580/644/400/2/w/560/5580644400_6_1_1.jpg?ts=1595860184792,HALTER NECK BODYSUIT Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/1067/627/251/2/w/560/1067627251_6_1_1.jpg?ts=1594373098988,CROPPED TOP Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/0858/019/807/2/w/560/0858019807_6_1_1.jpg?ts=1595923991093,SHOULDER PAD SHIRT Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/0858/019/807/2/w/560/0858019807_6_1_1.jpg?ts=1595923991093,SHOULDER PAD SHIRT Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/2878/459/700/2/w/560/2878459700_6_1_1.jpg?ts=1595260911327,LINGERIE-STYLE BODYSUIT Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/5584/428/800/2/w/560/5584428800_6_1_1.jpg?ts=1593700658288,LACE TRIM STRETCH BODYSUIT TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/0858/462/250/2/w/560/0858462250_1_1_1.jpg?ts=1596016937661,POCKETS T-SHIRT Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/0264/063/250/2/w/560/0264063250_6_1_1.jpg?ts=1595860189984,CROP TOP Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/0264/063/250/2/w/560/0264063250_6_1_1.jpg?ts=1595860189984,CROP TOP Details,zara
