,URL,source
315,https://www.zara.com/us/en/mom-fit-denim-shorts-trf-p08197005.html,zara
316,https://www.zara.com/us/en/ripped-mom-fit-jeans-trf-p04365037.html,zara
317,https://www.zara.com/us/en/pleated-denim-shorts-trf-p06186202.html,zara
318,https://www.zara.com/us/en/denim-cut-out-top-trf-p06186200.html,zara
319,https://www.zara.com/us/en/denim-cut-out-dress-trf-p06186201.html,zara
320,https://www.zara.com/us/en/oversized-shirt-trf-p02614217.html,zara
321,https://www.zara.com/us/en/frayed-hi-rise-denim-shorts-trf-p05252003.html,zara
322,https://www.zara.com/us/en/draped-printed-dress-trf-p04661306.html,zara
323,https://www.zara.com/us/en/lace-bralette-top-trf-p02712404.html,zara
324,https://www.zara.com/us/en/floral-print-skirt-trf-p07385268.html,zara
325,https://www.zara.com/us/en/ruffled-print-dress-p00387086.html,zara
326,https://www.zara.com/us/en/elastic-waist-poplin-dress-p08741230.html,zara
327,https://www.zara.com/us/en/combination-belt-p01736052.html,zara
328,https://www.zara.com/us/en/satin-effect-shoulder-pad-top-p08156845.html,zara
329,https://www.zara.com/us/en/shoulder-pad-poplin-shirt-p03666154.html,zara
330,https://www.zara.com/us/en/beaded-camisole-p07200050.html,zara
331,https://www.zara.com/us/en/printed-scarf-p08585201.html,zara
332,https://www.zara.com/us/en/z1975-mid-rise-zippered-skinny-jeans-p08228223.html,zara
333,https://www.zara.com/us/en/shoulder-pad-poplin-shirt-p03666154.html,zara
334,https://www.zara.com/us/en/stretch-poplin-top-p04387222.html,zara
335,https://www.zara.com/us/en/pleated-bucket-bag-p16920610.html,zara
336,https://www.zara.com/us/en/z1975-buttoned-baggy-jeans-p05862153.html,zara
337,https://www.zara.com/us/en/foulard-print-scarf-p08585202.html,zara
338,https://www.zara.com/us/en/pocket-linen-blouse-p02172270.html,zara
339,https://www.zara.com/us/en/ruffled-top-trf-p04174802.html,zara
340,https://www.zara.com/us/en/texture-t-shirt-with-knot-p06050627.html,zara
341,https://www.zara.com/us/en/long-jumpsuit-trf-p06050318.html,zara
342,https://www.zara.com/us/en/panel-dress-p00264072.html,zara
343,https://www.zara.com/us/en/minimalist-heeled-leather-sandals-p12318610.html,zara
344,https://www.zara.com/us/en/ruffled-halter-top-p05580704.html,zara
345,https://www.zara.com/us/en/ruched-top-trf-p04215413.html,zara
346,https://www.zara.com/us/en/pleated-shoulders-top-p05584629.html,zara
347,https://www.zara.com/us/en/ruffled-dress-p01165633.html,zara
348,https://www.zara.com/us/en/ribbed-t-shirt-trf-p01131419.html,zara
349,https://www.zara.com/us/en/ribbed-crop-top-trf-p01131420.html,zara
350,https://www.zara.com/us/en/leather-high-heeled-sandals-trf-p13314510.html,zara
351,https://www.zara.com/us/en/jumpsuit-with-shoulder-pads-p01165712.html,zara
352,https://www.zara.com/us/en/contrast-top-trf-p05584403.html,zara
353,https://www.zara.com/us/en/combination-text-dress-p00264091.html,zara
354,https://www.zara.com/us/en/shirt-with-front-text-trf-p05644706.html,zara
355,https://www.zara.com/us/en/jumpsuit-with-straps-trf-p01131422.html,zara
356,https://www.zara.com/us/en/scalloped-cropped-top-trf-p07901417.html,zara
357,https://www.zara.com/us/en/voluminous-top-trf-p00085803.html,zara
358,https://www.zara.com/us/en/floral-print-skort-p09878159.html,zara
359,https://www.zara.com/us/en/voluminous-dress-trf-p01131418.html,zara
360,https://www.zara.com/us/en/cropped-ribbed-t-shirt-p04174627.html,zara
361,https://www.zara.com/us/en/cropped-ribbed-t-shirt-p04174627.html,zara
362,https://www.zara.com/us/en/cropped-ribbed-t-shirt-p04174627.html,zara
363,https://www.zara.com/us/en/cropped-ribbed-t-shirt-p04174627.html,zara
364,https://www.zara.com/us/en/cropped-ribbed-t-shirt-p04174627.html,zara
365,https://www.zara.com/us/en/print-crop-top-p02980267.html,zara
366,https://www.zara.com/us/en/print-midi-dress-p08096267.html,zara
367,https://www.zara.com/us/en/links-necklace-p01481202.html,zara
368,https://www.zara.com/us/en/floral-print-mini-dress-p09878153.html,zara
369,https://www.zara.com/us/en/ribbed-crop-top-p04424626.html,zara
